allergen,consistsof,containsallergen,ingredient,product,suppliedby,supplier,ref,md5_hash
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""6590-94-9"",
    ""ingredient_name"": ""Cyber Lychee Oil"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""6590-94-9"",
    ""supplier_id"": ""VND-550""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-550-01"",
    ""supplier_id"": ""VND-550"",
    ""supplier_name"": ""Atlantic Marine Extracts""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/cyber_lychee_oil_manual.pdf"",
    ""version"": ""1778299177909854"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""150ae0bfe61b85537390ee163dc9cf30\"",\""size\"":215598,\""updated\"":1778299177914000}}""
  }
}",150ae0bfe61b85537390ee163dc9cf30
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""6011-21-3"",
    ""ingredient_name"": ""Stellar Lavender Extract"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""6011-21-3"",
    ""supplier_id"": ""VND-312""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-312-02"",
    ""supplier_id"": ""VND-312"",
    ""supplier_name"": ""SouthCrest Botanical Sourcing""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/stellar_lavender_extract_manual.pdf"",
    ""version"": ""1778299172480777"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""2f08aff96aa787b9db03b6bad0a284b2\"",\""size\"":215725,\""updated\"":1778299172485000}}""
  }
}",2f08aff96aa787b9db03b6bad0a284b2
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""2309-22-2"",
    ""ingredient_name"": ""Plasma Acacia Gum"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""2309-22-2"",
    ""supplier_id"": ""VND-550""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-550-02"",
    ""supplier_id"": ""VND-550"",
    ""supplier_name"": ""Atlantic Marine Extracts""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/plasma_acacia_gum_manual.pdf"",
    ""version"": ""1778299220737590"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""07ba94e43bf4b74afef3609a39a3c471\"",\""size\"":215772,\""updated\"":1778299220742000}}""
  }
}",07ba94e43bf4b74afef3609a39a3c471
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""2424-06-1"",
    ""ingredient_name"": ""Vortex Xanthan Isolate"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""2424-06-1"",
    ""supplier_id"": ""VND-550""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-550-01"",
    ""supplier_id"": ""VND-550"",
    ""supplier_name"": ""Atlantic Marine Extracts""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/vortex_xanthan_isolate_manual.pdf"",
    ""version"": ""1778299123047607"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""9e80ccce379e54b8a2c61b395499c947\"",\""size\"":215778,\""updated\"":1778299123053000}}""
  }
}",9e80ccce379e54b8a2c61b395499c947
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""3758-07-6"",
    ""ingredient_name"": ""Nebula Stevia Oil"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""3758-07-6"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-01"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/nebula_stevia_oil_manual.pdf"",
    ""version"": ""1778299093960144"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""63244c9107093a423d8391d0295883e3\"",\""size\"":215790,\""updated\"":1778299093964000}}""
  }
}",63244c9107093a423d8391d0295883e3
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""2239-61-0"",
    ""ingredient_name"": ""Cyber-Flux 200"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""2239-61-0"",
    ""supplier_id"": ""VND-550""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-550-02"",
    ""supplier_id"": ""VND-550"",
    ""supplier_name"": ""Atlantic Marine Extracts""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/cyber-flux_200_manual.pdf"",
    ""version"": ""1778299135775848"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""33994f48cabc47703af57915d0002a52\"",\""size\"":215883,\""updated\"":1778299135779000}}""
  }
}",33994f48cabc47703af57915d0002a52
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""1243-65-5"",
    ""ingredient_name"": ""Galactic Lavender Oil"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""1243-65-5"",
    ""supplier_id"": ""VND-205""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-205-02"",
    ""supplier_id"": ""VND-205"",
    ""supplier_name"": ""NorthStar Ingredients Corp""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/galactic_lavender_oil_manual.pdf"",
    ""version"": ""1778299082527213"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""216be977358312d68be1474aa1620deb\"",\""size\"":215893,\""updated\"":1778299082531000}}""
  }
}",216be977358312d68be1474aa1620deb
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""3620-24-3"",
    ""ingredient_name"": ""Opal Caramel Extract"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""3620-24-3"",
    ""supplier_id"": ""VND-312""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-312-01"",
    ""supplier_id"": ""VND-312"",
    ""supplier_name"": ""SouthCrest Botanical Sourcing""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/opal_caramel_extract_manual.pdf"",
    ""version"": ""1778299140968151"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""c1234585ccaf0c1a6e04fbeab6a7e211\"",\""size\"":215954,\""updated\"":1778299140972000}}""
  }
}",c1234585ccaf0c1a6e04fbeab6a7e211
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""6381-59-3"",
    ""ingredient_name"": ""Glacial Cane Oil"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""6381-59-3"",
    ""supplier_id"": ""VND-205""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-205-02"",
    ""supplier_id"": ""VND-205"",
    ""supplier_name"": ""NorthStar Ingredients Corp""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/glacial_cane_oil_manual.pdf"",
    ""version"": ""1778299085728613"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""649857f4ec019e9c65a41f7bb4747a10\"",\""size\"":216000,\""updated\"":1778299085732000}}""
  }
}",649857f4ec019e9c65a41f7bb4747a10
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""9020-06-3"",
    ""ingredient_name"": ""Quantum Acai Lecithin"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""9020-06-3"",
    ""supplier_id"": ""VND-312""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-312-01"",
    ""supplier_id"": ""VND-312"",
    ""supplier_name"": ""SouthCrest Botanical Sourcing""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/quantum_acai_lecithin_manual.pdf"",
    ""version"": ""1778299029529806"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""a022bb5694c175855734d76d639a7dd6\"",\""size\"":216010,\""updated\"":1778299029535000}}""
  }
}",a022bb5694c175855734d76d639a7dd6
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""1017-09-2"",
    ""ingredient_name"": ""Pulsar Maple Oil"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 - 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 - 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""1017-09-2"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-02"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/pulsar_maple_oil_manual.pdf"",
    ""version"": ""1778299216848893"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""88596473e1e83aefdd71c8357aade426\"",\""size\"":216051,\""updated\"":1778299216852000}}""
  }
}",88596473e1e83aefdd71c8357aade426
"{
  ""allergen"": []
}","{
  ""consistsof"": []
}","{
  ""containsallergen"": []
}","{
  ""ingredient"": [{
    ""ingredient_id"": ""7163-36-4"",
    ""ingredient_name"": ""Xeno-Isolate-X 866"",
    ""moisture_content"": ""0.75"",
    ""ph_range"": ""6.45 – 7.15"",
    ""purity"": ""99.2"",
    ""specific_gravity_range"": ""0.920 – 0.940""
  }]
}","{
  ""product"": []
}","{
  ""suppliedby"": [{
    ""ingredient_id"": ""7163-36-4"",
    ""supplier_id"": ""VND-444""
  }]
}","{
  ""supplier"": [{
    ""facility_grade"": ""SQF Level 3 Certified"",
    ""production_site_id"": ""FAC-444-02"",
    ""supplier_id"": ""VND-444"",
    ""supplier_name"": ""Emerald Valley Chemical""
  }]
}","{
  ""ref"": {
    ""uri"": ""gs://froyo_data/suppliers/xeno-isolate-x_866_manual.pdf"",
    ""version"": ""1778299077771339"",
    ""authorizer"": ""agent-data-cloud.us-central1.bq-connection"",
    ""details"": ""{\""gcs_metadata\"":{\""content_type\"":\""application/pdf\"",\""md5_hash\"":\""89a730783855ebb68499c27704bab942\"",\""size\"":216060,\""updated\"":1778299077776000}}""
  }
}",89a730783855ebb68499c27704bab942
