order_id,customer_id,order_date
50375,1339,2025-08-10
50376,1942,2026-01-11
50377,1089,2026-01-11
50378,1050,2025-05-24
50379,1111,2025-09-08
50380,1426,2026-02-19
50381,1182,2025-03-10
50382,1165,2025-07-15
50383,1688,2025-12-01
50384,1291,2026-02-11
50385,1625,2025-05-04
50386,1676,2025-08-03
50387,1708,2026-01-13
50388,1716,2025-12-04
50389,1609,2025-06-08
50390,1586,2025-04-25
50391,1806,2025-06-11
50392,1575,2026-01-26
50393,1181,2025-11-03
50394,1989,2026-01-20
50395,1466,2025-08-12
50396,1767,2025-10-18
50397,1592,2025-03-29
50398,1368,2025-08-26
50399,1953,2025-04-30
50400,1036,2025-09-26
50401,1095,2026-01-17
50402,1786,2025-09-11
50403,1306,2025-07-17
50404,1330,2025-06-22
50405,1377,2025-03-05
50406,1919,2025-08-09
50407,1388,2026-01-18
50408,1839,2026-01-17
50409,1069,2026-01-13
50410,1776,2025-03-29
50411,1437,2025-06-22
50412,1863,2025-10-19
50413,1563,2025-11-11
50414,1066,2025-04-25
50415,1299,2025-11-19
50416,1482,2025-03-29
50417,1137,2025-11-09
50418,1124,2025-10-14
50419,1711,2025-03-27
50420,1880,2025-11-09
50421,1281,2025-11-17
50422,1337,2026-02-15
50423,1539,2025-10-06
50424,1423,2025-04-23
50425,1537,2025-09-13
50426,1214,2025-03-12
50427,1712,2025-04-27
50428,1214,2025-06-26
50429,1626,2026-01-08
50430,1059,2026-01-05
50431,1111,2025-04-24
50432,1585,2025-04-17
50433,1747,2025-12-02
50434,1644,2025-03-14
50435,1541,2025-06-16
50436,1089,2025-11-18
50437,1495,2026-02-10
50438,1741,2025-06-09
50439,1705,2025-05-01
50440,1619,2026-01-18
50441,1956,2026-02-10
50442,1807,2025-02-25
50443,1723,2025-12-01
50444,1294,2025-02-28
50445,1437,2025-08-25
50446,1623,2025-08-25
50447,1868,2025-12-16
50448,1324,2025-10-04
50449,1265,2025-08-23
50450,1538,2025-05-14
50451,1588,2025-10-23
50452,1638,2025-08-09
50453,1362,2025-08-04
50454,1949,2025-10-02
50455,1132,2025-02-26
50456,1629,2026-01-12
50457,1576,2025-06-05
50458,1508,2025-10-12
50459,1532,2025-12-21
50460,1746,2025-05-10
50461,1647,2025-05-02
50462,1509,2025-03-16
50463,1504,2025-07-01
50464,1827,2025-04-18
50465,1184,2025-03-07
50466,1904,2025-09-23
50467,1624,2025-10-02
50468,1238,2025-06-25
50469,1725,2025-03-28
50470,1297,2025-04-04
50471,1198,2026-02-22
50472,1001,2025-04-24
50473,1121,2025-06-08
50474,1024,2025-10-23
50475,1476,2025-11-07
50476,1640,2025-09-21
50477,1815,2025-09-17
50478,1120,2026-02-12
50479,1755,2025-11-25
50480,1868,2025-07-05
50481,1212,2025-03-09
50482,1818,2025-12-02
50483,1630,2025-06-22
50484,1424,2026-01-18
50485,1423,2025-12-21
50486,1046,2025-11-28
50487,1341,2025-12-29
50488,1358,2025-03-19
50489,1573,2025-08-15
50490,1825,2025-04-09
50491,1652,2026-01-04
50492,1217,2025-06-24
50493,1011,2025-07-25
50494,1655,2025-05-11
50495,1206,2025-05-11
50496,1706,2025-03-17
50497,1288,2025-09-21
50498,1260,2026-02-17
50499,1809,2025-09-05
50500,1069,2025-03-28
50501,1315,2025-11-16
50502,1307,2025-10-03
50503,1518,2025-12-09
50504,1563,2025-11-09
50505,1331,2025-07-30
50506,1785,2025-12-31
50507,1006,2025-05-30
50508,1116,2025-09-22
50509,1702,2025-10-10
50510,1341,2026-01-29
50511,1349,2025-10-06
50512,1405,2025-08-24
50513,1741,2025-11-17
50514,1582,2025-08-25
50515,1630,2025-12-16
50516,1983,2026-01-13
50517,1029,2025-05-20
50518,1852,2025-06-10
50519,1179,2025-05-05
50520,1198,2025-04-08
50521,1338,2025-08-13
50522,1853,2025-12-12
50523,1346,2025-11-20
50524,1944,2025-05-10
50525,1688,2025-10-07
50526,1490,2025-07-25
50527,1938,2025-03-12
50528,1485,2025-07-01
50529,1816,2025-12-16
50530,1036,2025-05-12
50531,1661,2025-10-16
50532,1139,2025-11-03
50533,1493,2025-05-28
50534,1159,2025-03-20
50535,1642,2025-06-13
50536,1471,2025-09-13
50537,1913,2025-12-01
50538,1885,2025-04-06
50539,1549,2025-06-25
50540,1917,2025-07-18
50541,1343,2025-09-20
50542,1473,2026-02-10
50543,1802,2025-12-25
50544,1833,2025-05-06
50545,1423,2025-12-26
50546,1950,2026-01-27
50547,1760,2025-08-18
50548,1057,2025-08-16
50549,1855,2025-03-09
50550,1533,2025-04-14
50551,1306,2025-04-21
50552,1578,2025-08-11
50553,1742,2026-01-06
50554,1694,2026-01-17
50555,1323,2025-08-12
50556,1568,2025-12-18
50557,1548,2026-01-29
50558,1019,2025-03-16
50559,1213,2025-09-02
50560,1591,2025-09-18
50561,1701,2025-10-30
50562,1339,2025-09-15
50563,1818,2025-03-02
50564,1938,2025-09-23
50565,1909,2025-06-25
50566,1814,2026-01-25
50567,1362,2025-12-12
50568,1067,2025-03-20
50569,1992,2025-04-19
50570,1152,2025-12-28
50571,1287,2025-06-28
50572,1860,2025-07-11
50573,1031,2025-09-07
50574,1347,2025-04-25
50575,1384,2025-10-03
50576,1641,2025-05-03
50577,1547,2025-04-07
50578,1862,2025-12-07
50579,1169,2025-06-16
50580,1584,2026-01-03
50581,1620,2025-11-10
50582,1398,2025-06-03
50583,1191,2025-03-27
50584,1609,2026-01-10
50585,1119,2025-07-09
50586,1885,2025-12-24
50587,1801,2025-06-14
50588,1769,2025-09-04
50589,1315,2025-04-29
50590,1722,2025-07-10
50591,1878,2025-03-09
50592,1322,2025-05-08
50593,1726,2025-03-29
50594,1032,2025-08-28
50595,1278,2025-12-13
50596,1423,2026-01-21
50597,1088,2025-04-21
50598,1508,2025-06-28
50599,1898,2025-08-19
50600,1243,2026-01-09
50601,1380,2025-06-17
50602,1462,2025-06-23
50603,1849,2025-12-02
50604,1973,2025-03-31
50605,1309,2026-02-18
50606,1221,2025-08-31
50607,1537,2026-02-22
50608,1309,2025-05-10
50609,1179,2025-03-09
50610,1114,2025-07-15
50611,1383,2026-01-06
50612,1803,2025-04-07
50613,1038,2025-06-17
50614,1796,2025-03-12
50615,1206,2025-12-31
50616,1935,2026-01-09
50617,1094,2025-06-25
50618,1454,2026-01-15
50619,1518,2025-04-02
50620,1025,2025-12-01
50621,1818,2025-11-23
50622,1494,2025-03-04
50623,1926,2025-11-28
50624,1512,2025-10-15
50625,1157,2025-05-11
50626,1194,2025-05-08
50627,1348,2025-06-08
50628,1945,2025-09-06
50629,1495,2025-12-03
50630,1750,2025-10-27
50631,1894,2025-06-03
50632,1536,2025-04-22
50633,1317,2025-04-06
50634,1794,2026-02-09
50635,1335,2025-09-16
50636,1146,2025-04-02
50637,1787,2025-09-10
50638,1892,2025-09-13
50639,1100,2025-06-03
50640,1841,2026-02-04
50641,1960,2025-12-15
50642,1528,2025-09-22
50643,1692,2025-04-27
50644,1135,2025-06-17
50645,1210,2026-01-16
50646,1741,2025-09-09
50647,1037,2025-03-14
50648,1470,2025-03-06
50649,1396,2026-01-20
50650,1730,2025-03-14
50651,1885,2025-07-14
50652,1534,2025-03-27
50653,1118,2025-07-17
50654,1004,2025-11-08
50655,1318,2026-01-16
50656,1954,2025-10-12
50657,1045,2025-11-03
50658,1703,2025-08-06
50659,1868,2025-07-04
50660,1608,2025-06-25
50661,1892,2025-05-07
50662,1089,2025-11-28
50663,1341,2025-12-17
50664,1478,2025-03-24
50665,1910,2026-01-27
50666,1047,2025-11-30
50667,1105,2025-09-19
50668,1533,2025-03-30
50669,1784,2025-12-14
50670,1674,2025-11-06
50671,1763,2025-03-31
50672,1319,2025-06-17
50673,1023,2025-10-17
50674,1591,2025-12-01
50675,1776,2025-08-15
50676,1319,2026-02-05
50677,1654,2025-04-17
50678,1913,2026-01-17
50679,1214,2025-05-29
50680,1328,2025-07-07
50681,1205,2025-05-02
50682,1197,2026-01-25
50683,1293,2025-06-24
50684,1283,2026-01-05
50685,1545,2025-06-22
50686,1326,2025-08-21
50687,1791,2025-03-19
50688,1451,2025-04-06
50689,1687,2025-08-18
50690,1120,2025-12-30
50691,1279,2025-06-07
50692,1152,2025-07-01
50693,1161,2025-09-22
50694,1280,2025-08-28
50695,1117,2025-07-22
50696,1015,2025-11-12
50697,1981,2025-04-04
50698,1637,2025-09-15
50699,1573,2025-03-21
50700,1526,2025-06-14
50701,1104,2025-08-11
50702,1211,2025-09-28
50703,1555,2025-05-22
50704,1358,2025-05-24
50705,1562,2025-04-23
50706,1326,2025-08-19
50707,1277,2025-03-20
50708,1144,2025-05-11
50709,1965,2025-11-05
50710,1721,2025-07-31
50711,1823,2026-02-17
50712,1290,2025-09-19
50713,1587,2025-06-29
50714,1250,2025-11-05
50715,1175,2025-04-28
50716,1072,2025-10-27
50717,1318,2025-11-21
50718,1627,2025-11-11
50719,1913,2025-12-27
50720,1346,2025-04-06
50721,1553,2025-09-30
50722,1454,2025-06-23
50723,1051,2025-03-31
50724,1133,2025-08-05
50725,1029,2025-06-16
50726,1482,2025-07-22
50727,1924,2025-09-30
50728,1691,2025-11-01
50729,1051,2025-09-30
50730,1108,2025-12-21
50731,1392,2025-06-23
50732,1055,2025-10-18
50733,1088,2025-03-18
50734,1436,2025-05-14
50735,1401,2025-04-15
50736,1183,2025-09-24
50737,1721,2025-11-27
50738,1610,2025-12-17
50739,1912,2025-11-28
50740,1606,2025-10-23
50741,1644,2025-08-08
50742,1856,2025-06-10
50743,1706,2025-10-07
50744,1716,2025-08-06
50745,1456,2025-05-10
50746,1631,2026-01-11
50747,1364,2025-06-13
50748,1319,2025-12-11
50749,1340,2025-10-30
50750,1837,2026-01-26
50751,1202,2026-02-01
50752,1730,2025-11-13
50753,1776,2026-01-24
50754,1686,2026-02-21
50755,1828,2025-09-25
50756,1546,2025-10-05
50757,1080,2025-08-29
50758,1997,2025-12-31
50759,1944,2026-01-02
50760,1773,2025-03-18
50761,1782,2026-01-19
50762,1476,2026-02-13
50763,1581,2025-02-24
50764,1134,2025-09-16
50765,1095,2026-02-17
50766,1832,2025-04-05
50767,1821,2025-06-07
50768,1941,2025-03-07
50769,1715,2025-08-01
50770,1479,2025-09-27
50771,1099,2025-10-10
50772,1466,2025-11-11
50773,1317,2025-07-22
50774,1700,2025-08-02
50775,1659,2025-05-12
50776,1727,2025-04-28
50777,1784,2025-04-15
50778,1476,2025-09-15
50779,1481,2025-12-29
50780,1237,2025-07-05
50781,1970,2025-07-26
50782,1229,2025-06-09
50783,1147,2026-01-09
50784,1881,2025-04-10
50785,1917,2025-02-28
50786,1631,2025-10-19
50787,1264,2025-04-17
50788,1934,2026-01-13
50789,1372,2025-10-22
50790,1401,2026-02-15
50791,1187,2025-04-14
50792,1716,2025-04-15
50793,1939,2025-12-15
50794,1681,2026-01-04
50795,1338,2026-01-17
50796,1807,2025-11-05
50797,1881,2026-01-30
50798,1903,2025-10-10
50799,1332,2025-08-09
50800,1464,2025-07-29
50801,1499,2025-12-21
50802,1030,2025-07-14
50803,1066,2025-05-17
50804,1486,2025-07-29
50805,1115,2025-02-26
50806,1359,2025-08-25
50807,1490,2025-11-18
50808,1472,2025-11-11
50809,1866,2025-06-02
50810,1174,2026-01-29
50811,1289,2025-09-22
50812,1786,2025-03-08
50813,1356,2025-03-09
50814,1618,2025-08-19
50815,1588,2025-07-08
50816,1130,2025-09-24
50817,1520,2026-02-10
50818,1105,2025-03-25
50819,1415,2025-11-18
50820,1837,2025-09-04
50821,1731,2026-01-04
50822,1815,2025-11-25
50823,1109,2025-06-06
50824,1333,2025-09-01
50825,1569,2025-09-03
50826,1665,2025-10-05
50827,1072,2025-05-24
50828,1811,2025-10-12
50829,1309,2025-10-24
50830,1545,2025-10-26
50831,1472,2025-11-01
50832,1410,2025-09-09
50833,1604,2025-09-24
50834,1423,2025-10-06
50835,1244,2026-01-20
50836,1635,2025-09-07
50837,1249,2025-02-27
50838,1561,2025-08-09
50839,1162,2026-01-21
50840,1997,2025-09-22
50841,1493,2025-06-25
50842,1393,2025-07-03
50843,1067,2026-02-16
50844,1348,2025-06-11
50845,1213,2025-04-26
50846,1833,2025-11-05
50847,1710,2025-09-30
50848,1605,2025-06-15
50849,1441,2025-12-08
50850,1803,2025-05-30
50851,1445,2025-10-12
50852,1580,2025-09-23
50853,1806,2025-09-21
50854,1350,2025-10-22
50855,1557,2025-06-10
50856,1710,2025-11-20
50857,1241,2025-03-05
50858,1177,2025-08-20
50859,1678,2025-04-11
50860,1685,2025-03-24
50861,1079,2025-12-07
50862,1757,2025-05-27
50863,1953,2025-10-07
50864,1728,2025-06-04
50865,1587,2025-05-29
50866,1856,2025-11-22
50867,1498,2025-10-02
50868,1117,2026-01-23
50869,1606,2025-11-21
50870,1610,2025-10-23
50871,1474,2025-07-09
50872,1333,2025-04-29
50873,1568,2025-12-07
50874,1099,2025-05-21
50875,1841,2025-05-01
50876,1455,2025-09-05
50877,1180,2025-03-08
50878,1315,2026-02-19
50879,1978,2026-02-13
50880,1415,2025-09-29
50881,1071,2025-12-21
50882,1612,2025-12-27
50883,1111,2025-11-26
50884,1701,2025-07-25
50885,1833,2025-07-14
50886,1610,2025-10-23
50887,1789,2025-11-16
50888,1839,2025-04-26
50889,1388,2025-09-23
50890,1335,2025-12-29
50891,1506,2025-03-15
50892,1660,2025-05-31
50893,1676,2025-12-20
50894,1062,2025-03-15
50895,1092,2025-08-12
50896,1222,2025-08-17
50897,1836,2025-08-17
50898,1142,2026-02-06
50899,1908,2026-01-27
50900,1594,2025-05-20
50901,1924,2025-11-01
50902,1773,2025-07-16
50903,1651,2025-05-31
50904,1829,2025-09-06
50905,1000,2025-08-02
50906,1775,2025-06-09
50907,1150,2025-12-12
50908,1676,2025-07-13
50909,1152,2025-06-19
50910,1463,2025-09-06
50911,1544,2026-02-08
50912,1298,2025-03-31
50913,1399,2025-09-06
50914,1630,2025-07-03
50915,1591,2025-12-29
50916,1457,2025-10-05
50917,1200,2025-10-20
50918,1210,2025-06-03
50919,1697,2025-06-02
50920,1898,2025-12-14
50921,1324,2025-05-28
50922,1306,2025-09-25
50923,1583,2025-08-11
50924,1813,2025-10-29
50925,1935,2025-05-23
50926,1695,2025-10-27
50927,1311,2025-12-03
50928,1940,2025-09-02
50929,1965,2025-10-30
50930,1959,2026-02-22
50931,1445,2025-06-18
50932,1735,2025-02-27
50933,1937,2025-02-27
50934,1352,2025-03-20
50935,1091,2025-07-24
50936,1596,2025-09-04
50937,1008,2025-11-01
50938,1626,2025-07-02
50939,1522,2025-11-16
50940,1413,2025-05-27
50941,1867,2025-03-08
50942,1130,2025-10-08
50943,1872,2025-03-16
50944,1301,2025-09-29
50945,1063,2026-01-17
50946,1378,2025-05-14
50947,1922,2025-10-01
50948,1562,2025-04-09
50949,1991,2026-02-09
50950,1054,2025-03-27
50951,1000,2025-10-03
50952,1720,2025-07-11
50953,1573,2025-11-30
50954,1840,2025-10-19
50955,1367,2025-12-14
50956,1112,2025-05-02
50957,1881,2025-04-05
50958,1288,2025-05-02
50959,1886,2025-06-11
50960,1031,2025-10-23
50961,1240,2025-03-23
50962,1442,2025-08-08
50963,1719,2026-02-23
50964,1604,2025-12-02
50965,1403,2025-11-04
50966,1640,2025-10-26
50967,1325,2025-12-02
50968,1728,2025-05-29
50969,1391,2025-12-06
50970,1415,2025-06-05
50971,1390,2025-03-18
50972,1445,2025-07-16
50973,1558,2026-02-23
50974,1216,2025-05-29
50975,1678,2025-12-18
50976,1177,2025-04-30
50977,1486,2025-03-21
50978,1142,2026-02-17
50979,1192,2025-05-08
50980,1568,2025-07-17
50981,1393,2025-10-18
50982,1863,2025-04-04
50983,1946,2025-09-09
50984,1368,2025-07-31
50985,1860,2025-10-06
50986,1427,2025-04-03
50987,1157,2025-08-04
50988,1295,2025-05-29
50989,1893,2025-03-08
50990,1686,2025-03-21
50991,1128,2025-11-17
50992,1137,2025-12-05
50993,1011,2025-03-02
50994,1073,2025-08-25
50995,1663,2025-10-20
50996,1016,2025-02-24
50997,1147,2025-03-09
50998,1738,2025-07-16
50999,1906,2025-04-20
51000,1498,2025-06-24
51001,1673,2025-07-17
51002,1447,2025-02-25
51003,1998,2025-11-09
51004,1139,2025-12-03
51005,1086,2025-08-17
51006,1140,2025-07-21
51007,1657,2025-11-17
51008,1825,2025-12-18
51009,1425,2025-03-21
51010,1880,2025-05-17
51011,1466,2025-07-14
51012,1915,2025-11-03
51013,1807,2025-12-06
51014,1712,2025-04-09
51015,1618,2025-09-07
51016,1952,2026-02-21
51017,1435,2025-06-26
51018,1638,2025-06-14
51019,1184,2025-03-16
51020,1465,2026-02-23
51021,1521,2025-10-18
51022,1434,2025-07-07
51023,1565,2026-01-02
51024,1839,2025-06-28
51025,1460,2025-12-28
51026,1393,2025-11-29
51027,1363,2025-06-10
51028,1231,2025-05-09
51029,1190,2025-09-14
51030,1434,2026-02-13
51031,1619,2025-10-23
51032,1007,2025-06-13
51033,1591,2025-07-16
51034,1510,2025-04-04
51035,1867,2025-11-03
51036,1748,2025-08-21
51037,1242,2026-01-13
51038,1729,2025-08-03
51039,1513,2025-05-04
51040,1275,2025-03-09
51041,1420,2025-03-05
51042,1948,2026-02-23
51043,1559,2025-05-22
51044,1590,2025-07-16
51045,1375,2025-12-11
51046,1034,2025-10-17
51047,1038,2025-08-25
51048,1581,2026-02-12
51049,1494,2025-12-18
51050,1721,2026-02-12
51051,1377,2025-03-02
51052,1115,2025-06-28
51053,1594,2025-06-27
51054,1493,2025-11-14
51055,1984,2025-07-22
51056,1707,2025-05-12
51057,1081,2025-10-21
51058,1145,2025-09-03
51059,1747,2026-02-03
51060,1748,2026-01-08
51061,1539,2025-09-08
51062,1879,2025-11-22
51063,1768,2025-05-20
51064,1797,2025-03-22
51065,1286,2025-11-20
51066,1476,2025-08-21
51067,1529,2025-03-02
51068,1080,2026-01-22
51069,1535,2025-10-08
51070,1911,2025-05-23
51071,1624,2025-10-19
51072,1090,2025-03-01
51073,1251,2025-10-13
